,Time,TOF H,TOF M,TOF L
1792,-8.711538461538462,0.031746680942184156,0.017018026,0.262654
1793,-8.707692307692309,0.031808565310492504,0.016951808,0.265224
1794,-8.703846153846154,0.03149914346895075,0.016918699,0.26214000000000004
1795,-8.7,0.0314372591006424,0.016951808,0.264196
1796,-8.696153846153846,0.03162291220556745,0.017018026,0.263682
1797,-8.692307692307693,0.031746680942184156,0.016951808,0.264196
1798,-8.688461538461539,0.0315610278372591,0.016951808,0.264196
1799,-8.684615384615384,0.0316847965738758,0.016984917,0.263682
1800,-8.680769230769231,0.03199421841541756,0.016951808,0.263682
1801,-8.676923076923078,0.031808565310492504,0.016951808,0.262654
1802,-8.673076923076923,0.031375374732334045,0.016951808,0.26471
1803,-8.669230769230769,0.03131349036402569,0.017018026,0.262654
1804,-8.665384615384616,0.03162291220556745,0.016984917,0.26471
1805,-8.661538461538463,0.0316847965738758,0.016918699,0.262654
1806,-8.657692307692308,0.0315610278372591,0.017051135,0.26471
1807,-8.653846153846153,0.031808565310492504,0.016984917,0.262654
1808,-8.65,0.031932334047109205,0.016918699,0.264196
1809,-8.646153846153847,0.03162291220556745,0.016951808,0.263168
1810,-8.642307692307693,0.03149914346895075,0.017018026,0.265224
1811,-8.638461538461538,0.0316847965738758,0.016984917,0.263682
1812,-8.634615384615385,0.031746680942184156,0.016951808,0.263682
1813,-8.630769230769232,0.03131349036402569,0.017018026,0.263168
1814,-8.626923076923077,0.031251605995717344,0.016984917,0.263168
1815,-8.623076923076923,0.03162291220556745,0.016951808,0.265224
1816,-8.61923076923077,0.031808565310492504,0.016951808,0.263168
1817,-8.615384615384617,0.0315610278372591,0.016984917,0.26471
1818,-8.611538461538462,0.0314372591006424,0.016984917,0.262654
1819,-8.607692307692307,0.031808565310492504,0.016918699,0.265224
