timeGps (yyyy-D-'T'HH:mm:ss),type,message,filename
2025-274-T16:19:57,EM,"2010/001-00:00:01.814 UPK boot fsw says hello, version=02.00.0000",f25_oct_01_16_19_30.event_messages
2025-274-T16:20:03,EM,"2010/001-00:00:01.813 MEM FLASH UErr FOUND, PARAM=0x000000d2",f25_oct_01_16_19_30.event_messages
2025-274-T16:24:14,EM,"2025/274-16:24:05.921 UPK oper fsw says hello, version=02.00.0000",f25_oct_01_16_19_30.event_messages
2025-274-T16:24:19,EM,"2025/274-16:24:06.317 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_oct_01_16_19_30.event_messages
2025-274-T16:24:21,EM,"2025/274-16:24:07.317 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_oct_01_16_19_30.event_messages
2025-274-T16:24:23,EM,"2025/274-16:24:07.317 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_oct_01_16_19_30.event_messages
2025-274-T16:27:17,EM,2025/274-16:27:09.114 AUT hvps state changed to hvStateDictionary(STANDBY),f25_oct_01_16_19_30.event_messages
2025-274-T16:29:26,EM,2025/274-16:29:18.112 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_oct_01_16_19_30.event_messages
2025-274-T16:29:31,EM,2025/274-16:29:19.112 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_oct_01_16_19_30.event_messages
2025-274-T16:30:14,EM,2025/274-16:30:06.111 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_oct_01_16_29_38.event_messages
2025-274-T16:30:17,EM,2025/274-16:30:07.111 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_oct_01_16_29_38.event_messages
2025-274-T16:30:59,EM,2025/274-16:30:51.110 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_oct_01_16_29_38.event_messages
2025-274-T16:31:01,EM,2025/274-16:30:52.110 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_oct_01_16_29_38.event_messages
2025-274-T16:31:44,EM,2025/274-16:31:36.110 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_oct_01_16_29_38.event_messages
2025-274-T16:31:47,EM,2025/274-16:31:37.110 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_oct_01_16_29_38.event_messages
2025-274-T16:38:08,EM,"2025/274-16:37:57.303 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_oct_01_16_29_38.event_messages
2025-274-T16:38:11,EM,"2025/274-16:37:57.303 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_oct_01_16_29_38.event_messages
2025-274-T16:39:32,EM,2025/274-16:39:21.022 SCI state change: sciState16Dictionary(IDLE) ==&#62; sciState16Dictionary(ACQSETUP),f25_oct_01_16_29_38.event_messages
2025-274-T16:39:35,EM,2025/274-16:39:23.562 SCI state change: sciState16Dictionary(ACQSETUP) ==&#62; sciState16Dictionary(ACQ),f25_oct_01_16_29_38.event_messages
2025-274-T16:42:20,EM,"2025/274-16:42:09.899 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_oct_01_16_39_57.event_messages
2025-274-T16:44:05,EM,"2025/274-16:43:56.898 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_oct_01_16_39_57.event_messages
2025-274-T16:45:47,EM,"2025/274-16:45:38.897 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_oct_01_16_39_57.event_messages
2025-274-T16:47:35,EM,"2025/274-16:47:26.895 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_oct_01_16_39_57.event_messages
2025-274-T16:50:05,EM,2025/274-16:49:55.014 SCI state change: sciState16Dictionary(ACQ) ==&#62; sciState16Dictionary(CHILL),f25_oct_01_16_39_57.event_messages
2025-274-T16:50:08,EM,2025/274-16:49:56.954 SCI state change: sciState16Dictionary(CHILL) ==&#62; sciState16Dictionary(ACQCLEANUP),f25_oct_01_16_39_57.event_messages
2025-274-T16:50:11,EM,"2025/274-16:49:59.070 MEM cleanup found sci data, blocks empty=0x002f, blocks w/data=0x0004",f25_oct_01_16_39_57.event_messages
2025-274-T16:50:14,EM,2025/274-16:50:00.954 SCI science activity completed: sciState16Dictionary(ACQ),f25_oct_01_16_39_57.event_messages
2025-274-T16:50:17,EM,2025/274-16:50:00.954 SCI state change: sciState16Dictionary(ACQCLEANUP) ==&#62; sciState16Dictionary(IDLE),f25_oct_01_16_39_57.event_messages
2025-274-T16:51:13,EM,"2025/274-16:51:02.293 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_oct_01_16_50_22.event_messages
2025-274-T16:51:14,EM,"2025/274-16:51:03.293 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_oct_01_16_50_22.event_messages
2025-274-T16:51:17,EM,"2025/274-16:51:03.293 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_oct_01_16_50_22.event_messages
2025-274-T16:51:34,EM,"2025/274-16:51:25.293 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_oct_01_16_50_22.event_messages
2025-274-T16:51:36,EM,"2025/274-16:51:25.293 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_oct_01_16_50_22.event_messages
2025-274-T16:57:05,EM,2025/274-16:56:56.949 SCI science activity completed: sciState16Dictionary(PROCESS),f25_oct_01_16_50_22.event_messages
2025-274-T16:57:55,EM,"2025/274-16:57:44.289 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_oct_01_16_50_22.event_messages
2025-274-T16:57:58,EM,"2025/274-16:57:44.289 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_oct_01_16_50_22.event_messages
2025-274-T17:00:27,EM,2025/274-17:00:19.087 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_oct_01_16_50_22.event_messages
2025-274-T17:00:28,EM,2025/274-17:00:20.087 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_oct_01_16_50_22.event_messages
2025-274-T17:00:52,EM,2025/274-17:00:44.087 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_oct_01_17_00_36.event_messages
2025-274-T17:00:55,EM,2025/274-17:00:45.087 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_oct_01_17_00_36.event_messages
2025-274-T17:01:40,EM,2025/274-17:01:32.087 AUT hvps state changed to hvStateDictionary(STANDBY),f25_oct_01_17_00_36.event_messages
2025-274-T17:03:45,EM,2025/274-17:03:36.085 AUT hvps state changed to hvStateDictionary(OFF),f25_oct_01_17_00_36.event_messages
2025-292-T10:08:54,EM,2025/292-10:08:44.010 SEQ Start Fault Resp: FAULT=faultSeqDictionary(SHUTDOWN_RESET) STATE=seqState3Dictionary(Start) ENG=seqEngineStateDictionary(ACTIV) BUFID=0x20,f25_oct_19_10_03_26.event_messages
2025-292-T10:08:56,EM,"2025/292-10:08:44.790 SEQ success (len=0x0580, opCodeLCDictionary(setseqst))",f25_oct_19_10_03_26.event_messages
2025-292-T10:08:57,EM,"2025/292-10:08:45.790 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:00,EM,"2025/292-10:08:46.790 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:02,EM,"2025/292-10:08:47.790 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:03,EM,"2025/292-10:08:48.790 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:06,EM,"2025/292-10:08:49.790 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:09,EM,"2025/292-10:08:50.790 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:12,EM,"2025/292-10:08:51.792 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:15,EM,"2025/292-10:08:52.792 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:18,EM,"2025/292-10:08:53.792 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:20,EM,"2025/292-10:08:54.790 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:21,EM,"2025/292-10:08:55.790 SEQ success (len=0x0580, opCodeLCDictionary(dishtr))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:24,EM,"2025/292-10:08:56.790 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:26,EM,"2025/292-10:08:57.790 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:27,EM,"2025/292-10:08:58.790 SEQ success (len=0x0580, opCodeLCDictionary(dumplog))",f25_oct_19_10_03_26.event_messages
2025-292-T10:09:30,EM,"2025/292-10:08:59.790 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_oct_19_10_03_26.event_messages
2025-292-T10:10:08,EM,"2025/292-10:09:55.790 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_oct_19_10_03_26.event_messages
2025-292-T10:10:09,EM,"2025/292-10:09:56.790 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_oct_19_10_03_26.event_messages
2025-292-T10:10:12,EM,"2025/292-10:09:57.790 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_oct_19_10_03_26.event_messages
2025-292-T10:10:14,EM,"2025/292-10:09:59.790 SEQ success (len=0x0580, opCodeLCDictionary(sethvpwr))",f25_oct_19_10_03_26.event_messages
2025-292-T10:10:15,EM,"2025/292-10:10:00.790 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_oct_19_10_03_26.event_messages
2025-292-T10:10:18,EM,"2025/292-10:10:00.790 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_oct_19_10_03_26.event_messages
2025-292-T14:30:15,EM,"2010/001-00:00:01.782 UPK boot fsw says hello, version=02.00.0000",f25_oct_19_14_27_02.event_messages
2025-292-T14:30:20,EM,"2010/001-00:00:01.781 MEM FLASH UErr FOUND, PARAM=0x000000d2",f25_oct_19_14_27_02.event_messages
2025-292-T14:30:45,EM,"2025/292-14:30:36.893 UPK oper fsw says hello, version=02.00.0000",f25_oct_19_14_27_02.event_messages
2025-292-T14:30:50,EM,"2025/292-14:30:37.289 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_oct_19_14_27_02.event_messages
2025-292-T14:30:51,EM,"2025/292-14:30:38.289 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_oct_19_14_27_02.event_messages
2025-292-T14:30:55,EM,"2025/292-14:30:38.289 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_oct_19_14_27_02.event_messages
2025-308-T13:53:43,EM,2025/308-13:53:33.373 AUT hvps state changed to hvStateDictionary(STANDBY),f25_nov_04_13_45_54.event_messages
2025-308-T13:56:26,EM,2025/308-13:56:17.369 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_13_56_11.event_messages
2025-308-T13:56:29,EM,2025/308-13:56:18.369 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_13_56_11.event_messages
2025-308-T13:57:26,EM,2025/308-13:57:17.368 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_13_56_11.event_messages
2025-308-T13:57:28,EM,2025/308-13:57:18.368 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_13_56_11.event_messages
2025-308-T13:58:25,EM,2025/308-13:58:17.367 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_13_56_11.event_messages
2025-308-T13:58:28,EM,2025/308-13:58:18.367 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_13_56_11.event_messages
2025-308-T13:59:24,EM,2025/308-13:59:15.366 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_13_56_11.event_messages
2025-308-T13:59:25,EM,2025/308-13:59:16.366 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_13_56_11.event_messages
2025-308-T14:04:26,EM,"2025/308-14:04:17.560 SEQ success (len=0x0580, opCodeLCDictionary(setseqst))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:29,EM,"2025/308-14:04:18.560 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:31,EM,"2025/308-14:04:19.560 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:32,EM,"2025/308-14:04:20.562 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:35,EM,"2025/308-14:04:21.562 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:37,EM,"2025/308-14:04:22.562 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:38,EM,"2025/308-14:04:23.560 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:43,EM,"2025/308-14:04:24.560 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:44,EM,"2025/308-14:04:25.560 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:49,EM,"2025/308-14:04:26.560 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:50,EM,2025/308-14:04:27.360 AUT hvps state changed to hvStateDictionary(STANDBY),f25_nov_04_13_56_11.event_messages
2025-308-T14:04:52,EM,"2025/308-14:04:27.560 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:55,EM,"2025/308-14:04:28.560 SEQ success (len=0x0580, opCodeLCDictionary(dishtr))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:56,EM,"2025/308-14:04:29.559 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_nov_04_13_56_11.event_messages
2025-308-T14:04:59,EM,"2025/308-14:04:30.559 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_nov_04_13_56_11.event_messages
2025-308-T14:05:00,EM,"2025/308-14:04:31.559 SEQ success (len=0x0580, opCodeLCDictionary(dumplog))",f25_nov_04_13_56_11.event_messages
2025-308-T14:05:01,EM,"2025/308-14:04:32.559 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_nov_04_13_56_11.event_messages
2025-308-T14:05:37,EM,"2025/308-14:05:28.558 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_nov_04_13_56_11.event_messages
2025-308-T14:05:41,EM,"2025/308-14:05:29.558 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_nov_04_13_56_11.event_messages
2025-308-T14:05:43,EM,"2025/308-14:05:30.558 SEQ success (len=0x0580, opCodeLCDictionary(sethvpwr))",f25_nov_04_13_56_11.event_messages
2025-308-T14:05:44,EM,"2025/308-14:05:30.558 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_13_56_11.event_messages
2025-308-T14:05:47,EM,2025/308-14:05:31.358 AUT hvps state changed to hvStateDictionary(OFF),f25_nov_04_13_56_11.event_messages
2025-308-T14:07:19,EM,"2025/308-14:07:09.556 SEQ success (len=0x0580, opCodeLCDictionary(dumplog))",f25_nov_04_14_06_36.event_messages
2025-308-T14:07:25,EM,"2025/308-14:07:09.556 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_06_36.event_messages
2025-308-T14:09:08,EM,"2025/308-14:08:59.075 SEQ attempted to erase seq but already empty, BUF=seqBufferDictionary(BUF11)",f25_nov_04_14_06_36.event_messages
2025-308-T14:13:38,EM,"2025/308-14:13:29.749 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_nov_04_14_06_36.event_messages
2025-308-T14:13:41,EM,"2025/308-14:13:29.749 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_06_36.event_messages
2025-308-T14:19:34,EM,"2025/308-14:19:24.542 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_nov_04_14_16_44.event_messages
2025-308-T14:19:35,EM,"2025/308-14:19:25.542 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_nov_04_14_16_44.event_messages
2025-308-T14:19:40,EM,"2025/308-14:19:25.543 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_16_44.event_messages
2025-308-T14:23:34,EM,"2025/308-14:23:25.538 SEQ success (len=0x0580, opCodeLCDictionary(dishtr))",f25_nov_04_14_16_44.event_messages
2025-308-T14:23:35,EM,"2025/308-14:23:26.538 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_nov_04_14_16_44.event_messages
2025-308-T14:23:38,EM,"2025/308-14:23:27.538 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_nov_04_14_16_44.event_messages
2025-308-T14:23:40,EM,"2025/308-14:23:27.538 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_16_44.event_messages
2025-308-T14:26:02,EM,2025/308-14:25:51.335 AUT hvps state changed to hvStateDictionary(STANDBY),f25_nov_04_14_16_44.event_messages
2025-308-T14:28:41,EM,2025/308-14:28:32.332 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_14_26_52.event_messages
2025-308-T14:28:46,EM,2025/308-14:28:33.332 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_14_26_52.event_messages
2025-308-T14:29:40,EM,2025/308-14:29:30.331 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_14_26_52.event_messages
2025-308-T14:29:41,EM,2025/308-14:29:31.331 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_14_26_52.event_messages
2025-308-T14:30:37,EM,2025/308-14:30:29.330 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_14_26_52.event_messages
2025-308-T14:30:39,EM,2025/308-14:30:30.330 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_14_26_52.event_messages
2025-308-T14:31:32,EM,2025/308-14:31:23.329 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_04_14_26_52.event_messages
2025-308-T14:31:34,EM,2025/308-14:31:24.329 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_04_14_26_52.event_messages
2025-308-T14:38:26,EM,"2025/308-14:38:17.521 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_nov_04_14_37_00.event_messages
2025-308-T14:38:29,EM,"2025/308-14:38:17.521 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_37_00.event_messages
2025-308-T14:39:51,EM,2025/308-14:39:40.039 SCI state change: sciState16Dictionary(IDLE) ==&#62; sciState16Dictionary(ACQSETUP),f25_nov_04_14_37_00.event_messages
2025-308-T14:39:52,EM,2025/308-14:39:42.579 SCI state change: sciState16Dictionary(ACQSETUP) ==&#62; sciState16Dictionary(ACQ),f25_nov_04_14_37_00.event_messages
2025-308-T14:42:52,EM,"2025/308-14:42:41.116 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_nov_04_14_37_00.event_messages
2025-308-T14:44:52,EM,"2025/308-14:44:41.114 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_nov_04_14_37_00.event_messages
2025-308-T14:46:52,EM,"2025/308-14:46:41.111 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_nov_04_14_37_00.event_messages
2025-308-T14:48:46,EM,"2025/308-14:48:35.110 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_nov_04_14_47_26.event_messages
2025-308-T14:50:46,EM,"2025/308-14:50:35.108 UPK stim pulser operation completed, , PulserSel=0x00000007",f25_nov_04_14_47_26.event_messages
2025-308-T14:51:46,EM,2025/308-14:51:34.027 SCI state change: sciState16Dictionary(ACQ) ==&#62; sciState16Dictionary(CHILL),f25_nov_04_14_47_26.event_messages
2025-308-T14:51:47,EM,2025/308-14:51:36.166 SCI state change: sciState16Dictionary(CHILL) ==&#62; sciState16Dictionary(ACQCLEANUP),f25_nov_04_14_47_26.event_messages
2025-308-T14:51:52,EM,"2025/308-14:51:38.287 MEM cleanup found sci data, blocks empty=0x002e, blocks w/data=0x0005",f25_nov_04_14_47_26.event_messages
2025-308-T14:51:53,EM,2025/308-14:51:40.166 SCI science activity completed: sciState16Dictionary(ACQ),f25_nov_04_14_47_26.event_messages
2025-308-T14:51:58,EM,2025/308-14:51:40.166 SCI state change: sciState16Dictionary(ACQCLEANUP) ==&#62; sciState16Dictionary(IDLE),f25_nov_04_14_47_26.event_messages
2025-308-T14:53:04,EM,"2025/308-14:52:55.505 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_nov_04_14_47_26.event_messages
2025-308-T14:53:06,EM,"2025/308-14:52:56.505 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_04_14_47_26.event_messages
2025-308-T14:53:07,EM,"2025/308-14:52:56.505 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_47_26.event_messages
2025-308-T14:53:29,EM,"2025/308-14:53:20.505 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_nov_04_14_47_26.event_messages
2025-308-T14:53:30,EM,"2025/308-14:53:20.505 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_47_26.event_messages
2025-308-T15:00:48,EM,2025/308-15:00:39.958 SCI science activity completed: sciState16Dictionary(PROCESS),f25_nov_04_14_57_41.event_messages
2025-308-T15:01:23,EM,"2025/308-15:01:11.497 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_04_14_57_41.event_messages
2025-308-T15:01:23,EM,"2025/308-15:01:11.497 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_04_14_57_41.event_messages
2025-309-T13:51:35,EM,2025/309-13:51:26.463 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_05_13_50_54.event_messages
2025-309-T13:51:36,EM,2025/309-13:51:27.463 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_05_13_50_54.event_messages
2025-309-T13:52:06,EM,2025/309-13:51:57.462 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_05_13_50_54.event_messages
2025-309-T13:52:09,EM,2025/309-13:51:58.462 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_05_13_50_54.event_messages
2025-309-T13:52:36,EM,2025/309-13:52:27.462 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_05_13_50_54.event_messages
2025-309-T13:52:39,EM,2025/309-13:52:28.462 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_05_13_50_54.event_messages
2025-309-T13:53:09,EM,2025/309-13:52:58.462 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_05_13_50_54.event_messages
2025-309-T13:53:11,EM,2025/309-13:52:59.462 AUT hvps state changed to hvStateDictionary(STANDBY),f25_nov_05_13_50_54.event_messages
2025-309-T13:55:28,EM,2025/309-13:55:20.460 AUT hvps state changed to hvStateDictionary(OFF),f25_nov_05_13_50_54.event_messages
2025-309-T14:00:11,EM,"2025/309-14:00:03.657 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_nov_05_13_50_54.event_messages
2025-309-T14:00:13,EM,"2025/309-14:00:04.657 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_nov_05_13_50_54.event_messages
2025-309-T14:00:15,EM,"2025/309-14:00:04.657 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_05_13_50_54.event_messages
2025-309-T14:08:18,EM,"2025/309-14:08:09.852 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_nov_05_14_01_02.event_messages
2025-309-T21:55:50,EM,"2025/309-21:55:39.075 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(SUSPN) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_05_21_50_27.event_messages
2025-309-T22:00:56,EM,"2025/309-22:00:46.354 SEQ success (len=0x0580, opCodeLCDictionary(dishtr))",f25_nov_05_22_00_35.event_messages
2025-309-T22:00:57,EM,"2025/309-22:00:47.354 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_nov_05_22_00_35.event_messages
2025-309-T22:01:00,EM,"2025/309-22:00:48.354 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_nov_05_22_00_35.event_messages
2025-309-T22:01:02,EM,"2025/309-22:00:48.354 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_05_22_00_35.event_messages
2025-310-T13:30:37,EM,2025/310-13:30:29.490 AUT hvps state changed to hvStateDictionary(STANDBY),f25_nov_06_13_20_38.event_messages
2025-310-T13:33:20,EM,2025/310-13:33:12.487 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_06_13_30_46.event_messages
2025-310-T13:33:23,EM,2025/310-13:33:13.487 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_13_30_46.event_messages
2025-310-T13:34:19,EM,2025/310-13:34:10.486 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_06_13_30_46.event_messages
2025-310-T13:34:21,EM,2025/310-13:34:11.486 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_13_30_46.event_messages
2025-310-T13:35:17,EM,2025/310-13:35:09.485 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_06_13_30_46.event_messages
2025-310-T13:35:20,EM,2025/310-13:35:10.485 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_13_30_46.event_messages
