eventnum,SCI0Time32_seconds,utc_datetime
imap_idex_l0_raw_20251225_v001/93,504120063,2025-12-22T17:21:03.562832Z
imap_idex_l0_raw_20251225_v001/94,504122715,2025-12-22T18:05:15.695037Z
imap_idex_l0_raw_20251225_v001/95,504123036,2025-12-22T18:10:36.259284Z
imap_idex_l0_raw_20251225_v001/96,504123108,2025-12-22T18:11:48.729971Z
imap_idex_l0_raw_20251225_v001/97,504135144,2025-12-22T21:32:24.443756Z
imap_idex_l0_raw_20251225_v001/98,504140865,2025-12-22T23:07:45.321629Z
imap_idex_l0_raw_20251225_v001/99,504165643,2025-12-23T06:00:43.474040Z
imap_idex_l0_raw_20260102_v001/1,505008121,2026-01-02T00:02:01.867754Z
imap_idex_l0_raw_20260102_v001/10,505008209,2026-01-02T00:03:29.831953Z
imap_idex_l0_raw_20260102_v001/100,504886292,2025-12-31T14:11:32.836979Z
imap_idex_l0_raw_20260102_v001/101,504887791,2025-12-31T14:36:31.589664Z
imap_idex_l0_raw_20260102_v001/102,504889690,2025-12-31T15:08:10.537502Z
imap_idex_l0_raw_20260102_v001/103,504894332,2025-12-31T16:25:32.539333Z
imap_idex_l0_raw_20260102_v001/104,504897825,2025-12-31T17:23:45.111468Z
imap_idex_l0_raw_20260102_v001/105,504907120,2025-12-31T19:58:40.186702Z
imap_idex_l0_raw_20260102_v001/106,504910067,2025-12-31T20:47:47.806917Z
imap_idex_l0_raw_20260102_v001/107,504924242,2026-01-01T00:44:02.542424Z
imap_idex_l0_raw_20260102_v001/108,504927277,2026-01-01T01:34:37.660892Z
imap_idex_l0_raw_20260102_v001/109,504936849,2026-01-01T04:14:09.599660Z
imap_idex_l0_raw_20260102_v001/11,504327242,2025-12-25T02:54:02.300812Z
imap_idex_l0_raw_20260102_v001/110,504942092,2026-01-01T05:41:32.543225Z
imap_idex_l0_raw_20260102_v001/111,504964072,2026-01-01T11:47:52.441292Z
imap_idex_l0_raw_20260102_v001/112,504990955,2026-01-01T19:15:55.953091Z
imap_idex_l0_raw_20260102_v001/12,504329950,2025-12-25T03:39:10.737741Z
imap_idex_l0_raw_20260102_v001/13,504331899,2025-12-25T04:11:39.497789Z
imap_idex_l0_raw_20260102_v001/14,504332671,2025-12-25T04:24:31.133606Z
imap_idex_l0_raw_20260102_v001/15,504332756,2025-12-25T04:25:56.563727Z
imap_idex_l0_raw_20260102_v001/16,504333296,2025-12-25T04:34:56.692298Z
imap_idex_l0_raw_20260102_v001/17,504333507,2025-12-25T04:38:27.547304Z
imap_idex_l0_raw_20260102_v001/18,504334237,2025-12-25T04:50:37.360889Z
imap_idex_l0_raw_20260102_v001/19,504348418,2025-12-25T01:19:21.763000Z
imap_idex_l0_raw_20260102_v001/2,505008127,2026-01-02T00:02:07.591335Z
imap_idex_l0_raw_20260102_v001/20,504354520,2025-12-25T10:28:40.289808Z
imap_idex_l0_raw_20260102_v001/21,504357035,2025-12-25T11:10:35.987516Z
imap_idex_l0_raw_20260102_v001/22,504367516,2025-12-25T14:05:16.416947Z
imap_idex_l0_raw_20260102_v001/23,504370094,2025-12-25T14:48:14.755373Z
imap_idex_l0_raw_20260102_v001/24,504372270,2025-12-25T15:24:30.663813Z
imap_idex_l0_raw_20260102_v001/25,504391437,2025-12-25T20:43:57.117507Z
imap_idex_l0_raw_20260102_v001/26,504398798,2025-12-25T22:46:38.389932Z
imap_idex_l0_raw_20260102_v001/27,504405870,2025-12-26T00:44:30.498791Z
imap_idex_l0_raw_20260102_v001/28,504407760,2025-12-26T01:16:00.428779Z
imap_idex_l0_raw_20260102_v001/29,504413126,2025-12-26T02:45:26.503188Z
imap_idex_l0_raw_20260102_v001/3,505008135,2026-01-02T00:02:15.986357Z
imap_idex_l0_raw_20260102_v001/30,504421882,2025-12-26T05:11:22.160908Z
imap_idex_l0_raw_20260102_v001/31,504432219,2025-12-26T08:03:39.224332Z
imap_idex_l0_raw_20260102_v001/32,504439313,2025-12-26T10:01:53.878942Z
imap_idex_l0_raw_20260102_v001/33,504441200,2025-12-26T10:33:20.331408Z
imap_idex_l0_raw_20260102_v001/34,504441804,2025-12-26T10:43:24.652494Z
imap_idex_l0_raw_20260102_v001/35,504443940,2025-12-26T11:19:00.413827Z
imap_idex_l0_raw_20260102_v001/36,504445878,2025-12-26T11:51:18.149240Z
imap_idex_l0_raw_20260102_v001/37,504452886,2025-12-26T13:48:06.740271Z
imap_idex_l0_raw_20260102_v001/38,504454217,2025-12-26T14:10:17.109497Z
imap_idex_l0_raw_20260102_v001/39,504456761,2025-12-26T14:52:41.558460Z
imap_idex_l0_raw_20260102_v001/4,505008143,2026-01-02T00:02:23.575399Z
imap_idex_l0_raw_20260102_v001/40,504467778,2025-12-26T17:56:18.316073Z
imap_idex_l0_raw_20260102_v001/41,504475481,2025-12-26T20:04:41.328635Z
imap_idex_l0_raw_20260102_v001/42,504477133,2025-12-26T20:32:13.688804Z
imap_idex_l0_raw_20260102_v001/43,504485529,2025-12-26T22:52:09.348562Z
imap_idex_l0_raw_20260102_v001/44,504492664,2025-12-27T00:51:04.559068Z
imap_idex_l0_raw_20260102_v001/45,504493512,2025-12-27T01:05:12.630203Z
imap_idex_l0_raw_20260102_v001/46,504502127,2025-12-27T03:28:47.961773Z
imap_idex_l0_raw_20260102_v001/47,504520420,2025-12-27T08:33:40.278781Z
imap_idex_l0_raw_20260102_v001/48,504522689,2025-12-27T09:11:29.309168Z
imap_idex_l0_raw_20260102_v001/49,504555412,2025-12-27T18:16:52.663132Z
imap_idex_l0_raw_20260102_v001/5,505008151,2026-01-02T00:02:31.955260Z
imap_idex_l0_raw_20260102_v001/50,504557103,2025-12-27T18:45:03.875037Z
imap_idex_l0_raw_20260102_v001/51,504560010,2025-12-27T19:33:30.589030Z
imap_idex_l0_raw_20260102_v001/52,504569532,2025-12-27T22:12:12.492253Z
imap_idex_l0_raw_20260102_v001/53,504588928,2025-12-28T03:35:28.294138Z
imap_idex_l0_raw_20260102_v001/54,504600944,2025-12-28T06:55:44.716395Z
imap_idex_l0_raw_20260102_v001/55,504601720,2025-12-28T07:08:40.720983Z
imap_idex_l0_raw_20260102_v001/56,504613771,2025-12-28T10:29:31.374288Z
imap_idex_l0_raw_20260102_v001/57,504615262,2025-12-28T10:54:22.847194Z
imap_idex_l0_raw_20260102_v001/58,504616841,2025-12-28T11:20:41.309988Z
imap_idex_l0_raw_20260102_v001/59,504619830,2025-12-28T12:10:30.782821Z
imap_idex_l0_raw_20260102_v001/6,505008159,2026-01-02T00:02:39.718709Z
imap_idex_l0_raw_20260102_v001/60,504621570,2025-12-28T12:39:30.219365Z
imap_idex_l0_raw_20260102_v001/61,504632568,2025-12-28T15:42:48.985233Z
imap_idex_l0_raw_20260102_v001/62,504644311,2025-12-28T18:58:31.960855Z
imap_idex_l0_raw_20260102_v001/63,504645092,2025-12-28T19:11:32.646645Z
imap_idex_l0_raw_20260102_v001/64,504651645,2025-12-28T23:17:27.271430Z
imap_idex_l0_raw_20260102_v001/65,504659847,2025-12-25T08:46:58.157140Z
imap_idex_l0_raw_20260102_v001/66,504669298,2025-12-29T01:54:58.646230Z
imap_idex_l0_raw_20260102_v001/67,504682601,2025-12-29T05:36:41.387225Z
imap_idex_l0_raw_20260102_v001/68,504683447,2025-12-29T05:50:47.365151Z
imap_idex_l0_raw_20260102_v001/69,504685930,2025-12-29T06:32:10.149909Z
imap_idex_l0_raw_20260102_v001/7,505008173,2026-01-02T00:02:53.680601Z
imap_idex_l0_raw_20260102_v001/70,504697176,2025-12-29T09:39:36.400500Z
imap_idex_l0_raw_20260102_v001/71,504716284,2025-12-29T14:58:04.446152Z
imap_idex_l0_raw_20260102_v001/72,504722946,2025-12-29T16:49:06.625339Z
imap_idex_l0_raw_20260102_v001/73,504723413,2025-12-29T16:56:53.636895Z
imap_idex_l0_raw_20260102_v001/74,504729165,2025-12-29T18:32:45.474424Z
imap_idex_l0_raw_20260102_v001/75,504734082,2025-12-29T19:54:42.946901Z
imap_idex_l0_raw_20260102_v001/76,504734225,2025-12-29T19:57:05.429675Z
imap_idex_l0_raw_20260102_v001/77,504735035,2025-12-29T20:10:35.583219Z
imap_idex_l0_raw_20260102_v001/78,504735047,2025-12-29T20:10:47.569159Z
imap_idex_l0_raw_20260102_v001/79,504735716,2025-12-29T20:21:56.495664Z
imap_idex_l0_raw_20260102_v001/8,505008185,2026-01-02T00:03:05.605482Z
imap_idex_l0_raw_20260102_v001/80,504739964,2025-12-29T21:32:44.950231Z
imap_idex_l0_raw_20260102_v001/81,504742010,2025-12-29T22:06:50.947266Z
imap_idex_l0_raw_20260102_v001/82,504745817,2025-12-29T23:10:17.976358Z
imap_idex_l0_raw_20260102_v001/83,504753516,2025-12-30T01:18:36.605469Z
imap_idex_l0_raw_20260102_v001/84,504757355,2025-12-30T02:22:35.127134Z
imap_idex_l0_raw_20260102_v001/85,504764990,2025-12-30T04:29:50.811027Z
imap_idex_l0_raw_20260102_v001/86,504771708,2025-12-30T06:21:48.694419Z
imap_idex_l0_raw_20260102_v001/87,504774504,2025-12-30T07:08:24.652109Z
imap_idex_l0_raw_20260102_v001/88,504779054,2025-12-30T08:24:14.696267Z
imap_idex_l0_raw_20260102_v001/89,504783375,2025-12-30T09:36:15.898197Z
imap_idex_l0_raw_20260102_v001/9,505008197,2026-01-02T00:03:17.312712Z
imap_idex_l0_raw_20260102_v001/90,504798597,2025-12-30T13:49:57.606720Z
imap_idex_l0_raw_20260102_v001/91,504800394,2025-12-30T14:19:54.139407Z
imap_idex_l0_raw_20260102_v001/92,504816109,2025-12-30T18:41:49.108078Z
imap_idex_l0_raw_20260102_v001/93,504831787,2025-12-30T23:03:07.320748Z
imap_idex_l0_raw_20260102_v001/94,504833497,2025-12-30T23:31:37.401728Z
imap_idex_l0_raw_20260102_v001/95,504845483,2025-12-31T02:51:23.551745Z
imap_idex_l0_raw_20260102_v001/96,504863142,2025-12-31T07:45:42.427636Z
imap_idex_l0_raw_20260102_v001/97,504868696,2025-12-31T09:18:16.658562Z
imap_idex_l0_raw_20260102_v001/98,504868761,2025-12-31T09:19:21.639496Z
imap_idex_l0_raw_20260102_v001/99,504884326,2025-12-31T13:38:46.205769Z
